product_brand,product_title,predicted_category,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary
EBERS,Bioretinol Booster,Face Moisturizer,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
MARTIDERM,Amatist Night Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Hempz,Beauty Actives Lavender & Chamomile Herbal Body Moisturizer With Retinol Alternative,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Dermanat,Serum Con Bio-retinol,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Evolve Organic Beauty,Bio-Retinol Gold Mask,Face Mask,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Clarins,My Clarins Pure-Reset Resurfacing Blemish Serum,Face Serum,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Glow Recipe,Pomegranate Peptide Firming Serum,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Colorescience,Even Up Clinical Pigment Perfector,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
Christian Breton Paris,Retinol [like] Age Control Serum,Face Serum,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Laridium,M-1 Moisturizer,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Colorescience,Even Up Multi-Correction Serum,Face Serum,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Freshly Cosmetics,Green Vitamin Concentrate Serum,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Sallve,Sérum Uniformizador,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Sesderma,Samay Anti-aging Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
KIKO Milano,Smart Charge Drops,Face Serum,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
bareMinerals,Ageless Phyto-retinol Neck Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
KIKO Milano,Sublime Youth Night,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Pilgrim,Squalane Body Serum Lotion Phyto-retinol & Hyaluronic Acid,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Sesderma,Sesgen 32 Gel Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
bareMinerals,Ageless Phyto-Retinol Eye Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
Cent Pur Cent,Covering Concealer,Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Adisha Torre,pH Balancing Toner,Face Toner,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Lierac,Premium The Absolute Anti-Aging Mask,Face Mask,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Image,Md - Restoring Facial Cleanser,Face Cleanser,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Twelve Beauty,Plant Perfection Gel Serum,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Aishaderm,Renewal Night Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Christian Louboutin,Velvet Matte Lip Colour,Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
ESPA,Tri-active™ Regenerating Bio-retinol Sleeping Serum,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
KOOL BEAUTY.,Young Forever Retinol Like [K2] Anti Aging Serum,Face Serum,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Neora,Firm,Face Moisturizer,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Codex Beauty,Antu Brightening Night Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Pilgrim,Squalane And Phyto-retinol Age Defense Creme Serum For Glowing Skin Anti-aging,Face Serum,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Dermika,Re. Visage Moisturizing And Brightening Under Eye Gel Cream,Brightening Treatment,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
REN,Bio Retinoid Youth Cream,Face Moisturizer,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
THE SHAANT COLLECTION,Shaant Balancing Oil Control Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Nivea,Cellular Phyto R Professional Serum,Face Serum,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Zelens,Lip Treatment Oil,Face Moisturizer,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1
Sallve,Máscara Super Renovadora,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
PLANTHÉ,Eye Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
VEEA face,Brightening Serum,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Image Skincare,Iluma Intense Brightening Body Lotion,Brightening Treatment,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Farmatodo,Crema Bioretinol Antiedad,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Merle Norman,Anti Aging Dry Oil Serum,Face Serum,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
Re'equil,Retinol Night Cream 0.3% Retinol,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Light Up Beauty,Light Up Blaze Serum,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Aveil,Exfol A Serum,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Nars,Light Reflecting™ Eye Brightener,Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
The Mom's Co.,Natural Lip Balm I Non Sticky I Protects & Nourishes Dry Chapped Lips I Shea & Cocoa Butter (vanilla),Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
Ursa Major,Eye Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
A'pieu,Goblin Blackhead Peel-off Nose Pack,Face Mask,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
theBalm,The Balm Anne T. Dote Tinted Moisturizer,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Superdrug,B. Nourished Advanced Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
StriVectin,Advanced Retinol Nightly Renewal Moisturizer,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
NOW Solutions,Coq10 Antioxidant Serum,Face Serum,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Sesderma,Sesretinal Mature Skin Crema Gel,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Glowbiotics,Skin Perfecting Hydrating Lotion,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Peterson’s Lab,Day & Night Eye Treatments,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Algenist,Power Recharging Night Pressed Serum,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Maple bodycare,Bioretinol,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Bade Natural,Alternatif Retinol Serum,Face Serum,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
VeraLab,Retinol Body,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Light Up Beauty,Prism Vitamin C Glow Cream,Brightening Treatment,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
ESPA,Tri-active™ Regenerating Treatment Oil,Face Moisturizer,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1
naturium,Retinol Complex Cream,Face Moisturizer,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Skin Rocks - Caroline Hirons,Retinoid 2,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Skin Moderne,Elementals Bio-retinol,Face Moisturizer,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
Third Age Skincare Products,Nr8 Formula - Am/pm Skin Conditioner,Conditioner,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
ESPA,Tri-Active™ Advanced Night Booster,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
Tropic skincare,Skin Dream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1
Epionce,Intense Defense Serum,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Danielle Creations,Night Owl Face Mask,Face Mask,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
Hada Labo,Rohto Mentholatum - Hada Labo Shirojyun Arbutin Whitening Milky Lotion,Brightening Treatment,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1
Cancer Council,Sport Pump SPF 50+,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Saeed Ghani,Shea Butter Whitening Body Lotion,Brightening Treatment,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Curel Kao,Curél Sebum Trouble Foaming Wash,Face Serum,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
Natio,Ageless Daily Moisturiser UV Protection SPF 30+,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Spascriptions,Hyaluronic Acid And Sugar Scrub,Exfoliant/Scrub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
Rosette,Aqua Ceramide Gel,Face Serum,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
Medinova,Zincream,Face Moisturizer,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Ego Sunsense,Sport SPF 50+,Sunscreen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Rhoto Mentholatum,Mediquick H Scalp Moist Lotion,Face Moisturizer,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
SANA Nameraka Honpo,Medicated Whitening Mist Toner,Face Toner,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
Swisse Skincare,Salicylic Acid Daily Balance Cleansing Gel,Face Cleanser,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
NIHONZAKARI,Komenuka Bijin Deep Moisture Jell Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
Meditamu,10% Urea Cream,Face Moisturizer,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Pantene Pro-V,Oil Replacement Daily Care,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
Kracie,Moistage Medicated Essence Gel,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1
Thursday Plantation,Aloe Vera Gel,Face Moisturizer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Curél,Intensive Moisture Care Wrinkle Moisture Essence,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Curél,Sebum Trouble Care Sebum Care Moisture Gel,Face Serum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
Rohto Mentholatum,Mentholatum Medicated Hand Veil Rough Texture Preparation Hand Cream,Body Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Ego Sunsense,Face Ultra Light Tint,Sunscreen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
LION,Pair Acne Clean Lotion,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1
QV Ego,Face Day Cream SPF 30 +,Sunscreen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Hada Labo,Shirojyun Premium Whitening Emulsion (Japan Version),Brightening Treatment,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Meco,Pearl Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
AMARYS,Purifiant & Lissant Crème Visage,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Miss Wendy,Skin Care Expert,Face Serum,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1
Le Tan,SPF 50+ Coconut Sunscreen,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Rohto Mentholatum,Melano CC Concentration Measures Toner,Face Toner,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
KLM,Ekran Aqua Gel Sunscreen SPF30,Sunscreen,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Shiseido,Fino Premium Touch Moist Conditioner,Conditioner,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Rosette,Cleansing Pasta (dry Skin),Face Cleanser,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Enaskin,Dark Spot Corrector,Brightening Treatment,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1
Solanie,Redness Neutralizer,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Shiseido,Fino Premium Touch Shampoo,Shampoo,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Rohto Mentholatum Hada Labo,Shirojyun Premium Whitening Lotion,Brightening Treatment,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
Hada Labo,Arbutin Whitening Shirojyun Cream,Brightening Treatment,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Rohto Mentholatum,Hada Labo Shirojyun Arbutin Whitening Lotion,Brightening Treatment,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Meishoku,Yukisumi Medicated Whitening Skin Conditioner,Brightening Treatment,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
BioAqua,Pure Skin Acne Series - Facial Wash,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Kumano Cosme,Deve Cleansing Oil,Face Cleanser,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MINON Amino Moist,Minon Whole Body Shampoo - Moisturizing Type,Shampoo,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
Rohto Mentholatum,50 Megumi Anti-wrinkle Cream,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Rohto Mentholatum,Hada Labo Shirojyun Premium Whitening Essence,Face Serum,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
Hado Labo,Shirojyun Premium Medicated Whitening Milk Emulsion,Brightening Treatment,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Curél,Sebum Trouble Care Moisture Facial Lotion,Face Serum,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0
SunSense,Moisturising Daily Face Spf 50+ Sunscreen,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
LION,Pair Acne Cream W,Acne Treatment,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Neutrogena,Ultra Sheer Face & Body Dry Touch Sunscreen Lotion,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Banana Boat,Sport SPF 50+,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ego Sunsense,Comfort,Sunscreen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Natio,Broad Spectrum Sunscreen Spf 50,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Kobayashi Pharmaceutical,Cool Sheet For Children Fever Netsusama Sheet For 12+4 Pcs - 8 Hours,Uncategorized,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kiss Me,Medicated Hand Cream,Body Moisturizer,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
Langmanni,Concealer,Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Rohto Mentholatum,Hada Labo Shirojyun Whitening Cream,Brightening Treatment,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Rohto Mentholatum,Hada Labo Shirojyun Premium Deep Whitening Cream,Brightening Treatment,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
SNOW WHITE,Spot Gel,Uncategorized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QV,Flare Up Cream,Face Moisturizer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
ASTALIFT,The Serum Multitune,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Hada Labo,Shirojyun Premium Whitening Jelly Essence,Face Serum,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
attirance,Cleansing Milk,Face Cleanser,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
Maxi Block,Essential Dry Touch Lotion SPF 50+,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
Freedom,Gerontol,Face Moisturizer,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Shiseido,10% Urea Hand & Legs Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
KOBAYASHI,Nino Cure Medicated Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Rohto Mentholatum,Acnes Face Wash,Face Cleanser,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Shisheido,Urea Body Milk,Face Moisturizer,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
VIBRANT GLAMOUR,2Pcs Hyaluronic Acid Face Serum,Face Serum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Lov for cosmetics s.l,Aloe Vera Essentials Canary Islands Aloe Vera With Hyaluronic Acid Body Cream,Body Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Fanola,No Yellow Mask,Face Mask,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Alama Professional,No Yellow Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Fanola,No Yellow Shield Mist,Face Serum,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Pur,Eyedentity Luxe Firming Eye Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Fanola,No Yellow Purple Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Fanola,No Yellow Mask,Face Mask,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Atomy,Absolute Oil Serum Mist,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Inebrya,Blondesse No-Yellow Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Dermasence,Aha Effects,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Lululun,"One Night For Mature Skin, Skin Firming Facial Sheet Mask",Face Mask,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
Tabaibaloe,Aloe Hidragel,Face Serum,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Fanola,No Yellow Thermo-Protective Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
Alama Professional,No Yellow Mask,Face Mask,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Tabaibaloe,Tabaialoe Aloe Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Inebrya,Blondesse No-Yellow Mask,Face Mask,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Atomy,Absolute Snow Tone Up Essence Sun,Face Serum,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Dermasence,Aha Effects Plus C,Face Serum,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Fanola,No Yellow Bi-Phase Leave-In Conditioner,Conditioner,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
Forlle'd,P-Effect Reliance Gel,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1
Fanola,No Yellow Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Moroccanoil,Volumizing Mousse,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
eSalon,Hair Color,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
Moroccanoil,Volumizing Mousse,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
Rausch,Weidenrinden Spezial-Spray,Acne Treatment,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
MA CHERIE,Moisture Shampoo,Shampoo,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1
Hustle Butter,Hustle Bubbles Deluxe Revolutionary Refined Rinse,Conditioner,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
Leaf Flower,CBD Instant Frizz Remedy,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0
MA CHERIE,Air Feel Shampoo,Shampoo,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
